,name,address,location,amentities,price,rating,city,Check_in_date,Check_out_date
322,Blackberry Hills Munnar - Nature Resort & Spa,Bison Valley Road Pothamedu View Point Devikolam Kerala 685612 India,69 km to Munnar 76 km to Munnar Juma Masjid,PoolFree parkingAirport transferSpaRestaurant,17000,,Munnar,2021-12-02,2021-02-14
323,Ayur County,Chinnakanal Udumbanchola Kerala 685618 India,12 km to Munnar 13 km to Munnar Juma Masjid,PoolFree parkingAirport transferSpaGymRestaurant,5882,,Munnar,2021-12-02,2021-02-14
324,OYO 16166 Linten Holiday Resort,Moolakada Tata Recreation Club Rd Pallivasal Devikolam Kerala 685612 India,44 km to Munnar 51 km to Munnar Juma Masjid,Bathtub,18719,,Munnar,2021-12-02,2021-02-14
325,OYO 10638 Chandana Royal Resorts,chandana royal resorts sh17 near chandana cinemas Devikolam Kerala 685620 India,25 km to Munnar 24 km to Munnar Juma Masjid,Free parking,18719,,Munnar,2021-12-02,2021-02-14
326,Holiday Heaven Munnar,Chinnakanal Suryanelli Rd Udumbanchola KL 685618 India,13 km to Munnar 14 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,10618,,Munnar,2021-12-02,2021-02-14
327,Sterling Rajakkad,Adimali Madurai Rd Rajakkad Udumbanchola Kerala 685566 India,14 km to Munnar 15 km to Munnar Juma Masjid,Free parkingRestaurant,8800,,Munnar,2021-12-02,2021-02-14
328,Camelot Resort,Munnar Idukki District Devikolam Kerala 685612 India,74 km to Munnar 73 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,11101,,Munnar,2021-12-02,2021-02-14
329,Tea Castle Munnar, Tea Castle  Chitrapuram PO Munnar Munnar 685565 Iduki Kerala India Devikolam kerala 685565 India,60 km to Munnar 66 km to Munnar Juma Masjid,Free parkingRestaurant,6200,,Munnar,2021-12-02,2021-02-14
330,Windermere Estate,MunnarBison Valley Road Pothamedu Devikolam Kerala 685612 India,29 km to Munnar 38 km to Munnar Juma Masjid,PoolFree parkingAirport transferRestaurant,15866,,Munnar,2021-12-02,2021-02-14
331,Falling Waters,KallarMangulam Road Devikolam Kerala 685565 India,89 km to Munnar 93 km to Munnar Juma Masjid,Free parkingRestaurant,5000,,Munnar,2021-12-02,2021-02-14
332,Ambady Estate,3rd Mile Pallivasal Chithirapuram Devikolam Kerala 685565 India,60 km to Munnar 65 km to Munnar Juma Masjid,Free parkingPet-friendlyAirport transferRestaurantBathtub,18664,,Munnar,2021-12-02,2021-02-14
333,Ambady Estate,3rd Mile Pallivasal Chithirapuram Devikolam Kerala 685565 India,60 km to Munnar 65 km to Munnar Juma Masjid,Free parkingPet-friendlyAirport transferRestaurantBathtub,18664,,Munnar,2021-12-02,2021-02-14
334,Tranquil Greens,562 RAMAKKALMETTU CUMBAMMETTU ROAD RAMAKKALMEDU Uttamapalaiyam KERALA 685552 India,36 km to Munnar 37 km to Munnar Juma Masjid,Free parkingSpaGymRestaurantInternet access,7000,,Munnar,2021-12-02,2021-02-14
335,Seven Springs Resort,Mankulam Nirar Dam Trail Mankulam Road Letchmi Estate Devikolam Kerala 685561 India,87 km to Munnar 84 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,8550,,Munnar,2021-12-02,2021-02-14
336,Hillon Resorts,Chinnakanal Udumbanchola Kerala 685618 India,17 km to Munnar 18 km to Munnar Juma Masjid,,8000,,Munnar,2021-12-02,2021-02-14
337,Madhumanthra Resort,Iruttala Pothamedu Bison Valley Road Devikolam Idukki 685612 India,31 km to Munnar 39 km to Munnar Juma Masjid,Free parkingRestaurant,9832,,Munnar,2021-12-02,2021-02-14
338,Bracknell Forest,Bison Valley Road Ottamaram Post Box No 43 Devikolam Kerala 685612 India,56 km to Munnar 65 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,11110,,Munnar,2021-12-02,2021-02-14
339,Hotel Star Emirates,Ambazhachal Munnar Idukki Devikolam Kerala 685565 India,89 km to Munnar 93 km to Munnar Juma Masjid,PoolFree parkingAirport transferSpaGymRestaurant,19000,,Munnar,2021-12-02,2021-02-14
340,Rainforest Kanthalloor,Kuttiar Road Guhanathapuram Devikolam Kerala 685620 India,22 km to Munnar 21 km to Munnar Juma Masjid,,35998,,Munnar,2021-12-02,2021-02-14
341,Spice Villas Holiday,Kanal Mukhappu Santhanpara Munnar  Thekkady Route Udumbanchola Kerala 685619 India,22 km to Munnar 23 km to Munnar Juma Masjid,Free parkingRestaurantConnecting rooms available,6000,,Munnar,2021-12-02,2021-02-14
342,Hill View Munnar,Near KSRTC Bus Stand Kannan Devan Hills Devikolam Kerala 685612 India,14 km to city centre 22 km to Munnar Juma Masjid,Free parkingAirport transferRestaurantInternet access,9908,,Munnar,2021-12-02,2021-02-16
343,Wild Elephant Eco-Friendly Resort,Viripara Kallar Mankulam Road Devikolam Kerala 685611 India,09 km to city centre 01 km to Munnar Juma Masjid,PoolFree parkingRestaurant,9200,,Munnar,2021-12-02,2021-02-16
344,Grand Plaza Munnar,MSA Road Old Munnar Idukki Dt Devikolam Kerala 685612 India,09 km to city centre 18 km to Munnar Juma Masjid,Free parkingAirport transferSpaGymRestaurant,15600,,Munnar,2021-12-02,2021-02-16
345,Grand Plaza Munnar,MSA Road Old Munnar Idukki Dt Devikolam Kerala 685612 India,09 km to city centre 18 km to Munnar Juma Masjid,Free parkingAirport transferSpaGymRestaurant,15600,,Munnar,2021-12-02,2021-02-16
346,Parakkat Nature Resorts,2nd Mile Pallivasal Devikolam 685565 India,03 km to city centre 11 km to Munnar Juma Masjid,Free parkingAirport transferSpaRestaurant,35596,,Munnar,2021-12-02,2021-02-16
347,Misty Mountain Resort,Second Mile Junction Pallivasal PO Devikolam Kerala 685565 India,05 km to city centre 13 km to Munnar Juma Masjid,Free parkingSpaGymRestaurantBarBathtub,16000,,Munnar,2021-12-02,2021-02-16
348,Misty Mountain Resort,Second Mile Junction Pallivasal PO Devikolam Kerala 685565 India,05 km to city centre 13 km to Munnar Juma Masjid,Free parkingSpaGymRestaurantBarBathtub,16000,,Munnar,2021-12-02,2021-02-16
349,Royal Retreat,Kannan Devan Hills Devikolam Kerala 685612 India,11 km to city centre 20 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,18667,,Munnar,2021-12-02,2021-02-16
350,Tea Valley Resort,Pothamedu Devikolam Kerala 685612 India,07 km to city centre 03 km to Munnar Juma Masjid,Free parkingAirport transferRestaurantKitchenConnecting rooms available,19369,,Munnar,2021-12-02,2021-02-16
351,Treebo Trend Misty Garden Resorts & Spa,Munnar Colony Rd Pattaline Thaalumkandam Mankulam Devikolam Kerala 685565 India,07 km to city centre 10 km to Munnar Juma Masjid,Free parkingRestaurant,15702,,Munnar,2021-12-02,2021-02-16
352,Treebo Trend Misty Garden Resorts & Spa,Munnar Colony Rd Pattaline Thaalumkandam Mankulam Devikolam Kerala 685565 India,07 km to city centre 10 km to Munnar Juma Masjid,Free parkingRestaurant,15702,,Munnar,2021-12-02,2021-02-16
353,Treebo Trip Lumino Rainbow,Gudalara Road Ikka Nagar Devikolam 685612 India,05 km to city centre 07 km to Munnar Juma Masjid,Free parking,8367,,Munnar,2021-12-02,2021-02-16
354,Munnar Days,Near Panchayat Hospital Road Moolakkada Devikolam Kerala 685612 India,09 km to city centre 17 km to Munnar Juma Masjid,Free parkingAirport transfer,7200,,Munnar,2021-12-02,2021-02-16
355,Lumino Highrange,Old Munnar Main road NH49 Kochi  Madurai  Dhanushkodi Rd Devikolam Kerala 685612 India,04 km to city centre 11 km to Munnar Juma Masjid,Free parkingSpa,7200,,Munnar,2021-12-02,2021-02-16
356,Westwood Riverside Garden Resort,MSA Road Devikolam Kerala 685612 India,05 km to city centre 05 km to Munnar Juma Masjid,Free parkingAirport transferSpaGymRestaurant,13440,,Munnar,2021-12-02,2021-02-16
357,Casa Montana,AM Road Old Munnar Devikolam Kerala 685612 India,08 km to city centre 16 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,21396,,Munnar,2021-12-02,2021-02-16
358,Issacs Residency,Mattupatty Road Devikolam Kerala 685612 India,02 km to city centre 08 km to Munnar Juma Masjid,Free parkingRestaurantBarInternet access,14118,,Munnar,2021-12-02,2021-02-16
359,The Tall Trees Munnar,Bison Valley Road PB No 40 Devikolam Kerala 685612 India,02 km to city centre 07 km to Munnar Juma Masjid,Free parkingSpaRestaurantBar,59996,,Munnar,2021-12-02,2021-02-16
360,Nature Zone Jungle Resort,Pulippara Pallivasal Devikolam Kerala 685 612 India,09 km to city centre 01 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,32000,,Munnar,2021-12-02,2021-02-16
361,Nature Zone Jungle Resort,Pulippara Pallivasal Devikolam Kerala 685 612 India,09 km to city centre 01 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,32000,,Munnar,2021-12-02,2021-02-16
362,Nature Zone Jungle Resort,Pulippara Pallivasal Devikolam Kerala 685 612 India,09 km to city centre 01 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,32000,,Munnar,2021-12-02,2021-02-16
363,Camellia and Elettaria,Rathnagiri Bison Valley Munnar Idukki District Udumbanchola Kerala 685565 India,98 km to Munnar 11 km to Munnar Juma Masjid,Free parkingSpaRestaurant,14000,,Munnar,2021-12-02,2021-02-16
364,The Leaf Munnar Resort,Chithirapuram PO Amakandam  Anachal Munnar Devikolam Kerala 685565 India,85 km to Munnar 92 km to Munnar Juma Masjid,PoolFree parking,26766,,Munnar,2021-12-02,2021-02-16
365,"Fragrant Nature Munnar - ""A Classified Five Star Hotel""",Bison Valley Road Pothemmedu Munnar Devikolam Kerala 685612 India,31 km to Munnar 40 km to Munnar Juma Masjid,Free parkingAirport transferSpaGymRestaurant,28000,,Munnar,2021-12-02,2021-02-16
366,Foggy Dreamz Munnar,6/455A Opposite Dreamland ET City Road Chitrapuram PO AnachalMunnar Devikolam Kerala 685565 India,74 km to Munnar 81 km to Munnar Juma Masjid,Free parkingRestaurant,11196,,Munnar,2021-12-02,2021-02-16
367,Blanket Hotel and Spa,Attukad Waterfall Road Pallivasal Devikolam Kerala 685565 India,35 km to Munnar 42 km to Munnar Juma Masjid,PoolFree parkingAirport transferGymRestaurant,38000,,Munnar,2021-12-02,2021-02-16
368,Blanket Hotel and Spa,Attukad Waterfall Road Pallivasal Devikolam Kerala 685565 India,35 km to Munnar 42 km to Munnar Juma Masjid,PoolFree parkingAirport transferGymRestaurant,38000,,Munnar,2021-12-02,2021-02-16
369,goSTOPS Munnar,Anachal Rd Devikolam KL 685565 India,72 km to Munnar 78 km to Munnar Juma Masjid,Free parking,3595,,Munnar,2021-12-02,2021-02-16
370,OYO 10638 Chandana Royal Resorts,chandana royal resorts sh17 near chandana cinemas Devikolam Kerala 685620 India,25 km to Munnar 24 km to Munnar Juma Masjid,Free parking,37438,,Munnar,2021-12-02,2021-02-16
371,Gokulam Park Munnar,South Chithirapuram Power House Road Munnar Devikolam Kerala 685565 India,62 km to Munnar 69 km to Munnar Juma Masjid,Free parkingSpaGymRestaurant,23997,,Munnar,2021-12-02,2021-02-16
372,The New Munnar Summer Castle,Eatty City Anachal PO Munnar Devikolam Kerala 685565 India,79 km to Munnar 86 km to Munnar Juma Masjid,Free parkingRestaurant,11996,,Munnar,2021-12-02,2021-02-16
373,OYO 16166 Linten Holiday Resort,Moolakada Tata Recreation Club Rd Pallivasal Devikolam Kerala 685612 India,44 km to Munnar 51 km to Munnar Juma Masjid,Bathtub,37438,,Munnar,2021-12-02,2021-02-16
374,OYO 16166 Linten Holiday Resort,Moolakada Tata Recreation Club Rd Pallivasal Devikolam Kerala 685612 India,44 km to Munnar 51 km to Munnar Juma Masjid,Bathtub,37438,,Munnar,2021-12-02,2021-02-16
375,Kaivalayam Retreat,Moolakada Pallivasal Devikolam Kerala 685612 India,45 km to Munnar 52 km to Munnar Juma Masjid,Free parkingGymRestaurantBathtub,24494,,Munnar,2021-12-02,2021-02-16
376,Mountain Club - Munnar,Chinnakanal Udumbanchola Kerala 685618 India,13 km to Munnar 14 km to Munnar Juma Masjid,PoolFree parkingAirport transferSpaGymRestaurant,22000,,Munnar,2021-12-02,2021-02-16
377,Ayur County,Chinnakanal Udumbanchola Kerala 685618 India,12 km to Munnar 13 km to Munnar Juma Masjid,PoolFree parkingAirport transferSpaGymRestaurant,11765,,Munnar,2021-12-02,2021-02-16
378,Holiday Heaven Munnar,Chinnakanal Suryanelli Rd Udumbanchola KL 685618 India,13 km to Munnar 14 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,21235,,Munnar,2021-12-02,2021-02-16
379,OYO 23317 Eden Farm House,12/92A 12/92A Uppar Tea Company Road Road Udumbanchola Kerala 685565 India,89 km to Munnar 98 km to Munnar Juma Masjid,Free parkingBathtubKitchen,37438,,Munnar,2021-12-02,2021-02-16
380,Kgees- HillTown Hotel,Kattappana  Erattayar Rd Udumbanchola Kerala 685508 India,37 km to Munnar 37 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,9960,,Munnar,2021-12-02,2021-02-16
381,Sterling Rajakkad,Adimali Madurai Rd Rajakkad Udumbanchola Kerala 685566 India,14 km to Munnar 15 km to Munnar Juma Masjid,Free parkingRestaurant,17600,,Munnar,2021-12-02,2021-02-16
382,Tea Castle Munnar, Tea Castle  Chitrapuram PO Munnar Munnar 685565 Iduki Kerala India Devikolam kerala 685565 India,60 km to Munnar 66 km to Munnar Juma Masjid,Free parkingRestaurant,12400,,Munnar,2021-12-02,2021-02-16
383,OliveBrook,P B No:62 Pothamedu Idukki Dist Devikolam Kerala 685612 India,32 km to Munnar 40 km to Munnar Juma Masjid,Free parkingRestaurant,12000,,Munnar,2021-12-02,2021-02-16
384,Seven Springs Resort,Mankulam Nirar Dam Trail Mankulam Road Letchmi Estate Devikolam Kerala 685561 India,87 km to Munnar 84 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,17100,,Munnar,2021-12-02,2021-02-16
385,Seven Springs Resort,Mankulam Nirar Dam Trail Mankulam Road Letchmi Estate Devikolam Kerala 685561 India,87 km to Munnar 84 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,17100,,Munnar,2021-12-02,2021-02-16
386,Spice Tree Munnar,Nadukkurissu MuttukadPeriakanal Road Chinnakkanal Udumbanchola Kerala 685 618 India,11 km to Munnar 12 km to Munnar Juma Masjid,PoolFree parkingAirport transferSpaGymRestaurant,46440,,Munnar,2021-12-02,2021-02-16
387,Tranquil Greens,562 RAMAKKALMETTU CUMBAMMETTU ROAD RAMAKKALMEDU Uttamapalaiyam KERALA 685552 India,36 km to Munnar 37 km to Munnar Juma Masjid,Free parkingSpaGymRestaurantInternet access,14000,,Munnar,2021-12-02,2021-02-16
388,LAKEZONE HOLIDAY RESORT,Vilakku Udumbanchola Kerala 685618 India,14 km to Munnar 14 km to Munnar Juma Masjid,Free parkingRestaurant,8230,,Munnar,2021-12-02,2021-02-16
389,Camelot Resort,Munnar Idukki District Devikolam Kerala 685612 India,74 km to Munnar 73 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,21607,,Munnar,2021-12-02,2021-02-16
390,Ambady Estate,3rd Mile Pallivasal Chithirapuram Devikolam Kerala 685565 India,60 km to Munnar 65 km to Munnar Juma Masjid,Free parkingPet-friendlyAirport transferRestaurantBathtub,37328,,Munnar,2021-12-02,2021-02-16
391,Windermere Estate,MunnarBison Valley Road Pothamedu Devikolam Kerala 685612 India,29 km to Munnar 38 km to Munnar Juma Masjid,PoolFree parkingAirport transferRestaurant,31731,,Munnar,2021-12-02,2021-02-16
392,Sterling Munnar,Chinnakanal Village Idukki District Munnar Udumbanchola Kerala 685612 India,13 km to Munnar 14 km to Munnar Juma Masjid,Free parkingSpaGymRestaurant,20577,,Munnar,2021-12-02,2021-02-16
393,Green Trees Munnar,Power House Road Chithirapuram Idukki District Devikolam Kerala 685565 India,62 km to Munnar 68 km to Munnar Juma Masjid,Free parkingRestaurant,7800,,Munnar,2021-12-02,2021-02-16
394,Spice Villas Holiday,Kanal Mukhappu Santhanpara Munnar  Thekkady Route Udumbanchola Kerala 685619 India,22 km to Munnar 23 km to Munnar Juma Masjid,Free parkingRestaurantConnecting rooms available,9600,,Munnar,2021-12-02,2021-02-16
395,The Gazelle Villa Resort,NedumkandamMunnar Road Chathurangapara Udumbanchola Kerala 685554 India,25 km to Munnar 26 km to Munnar Juma Masjid,PoolFree parkingRestaurantConnecting rooms available,16830,,Munnar,2021-12-02,2021-02-16
396,The Gazelle Villa Resort,NedumkandamMunnar Road Chathurangapara Udumbanchola Kerala 685554 India,25 km to Munnar 26 km to Munnar Juma Masjid,PoolFree parkingRestaurantConnecting rooms available,16830,,Munnar,2021-12-02,2021-02-16
397,Madhumanthra Resort,Iruttala Pothamedu Bison Valley Road Devikolam Idukki 685612 India,31 km to Munnar 39 km to Munnar Juma Masjid,Free parkingRestaurant,19664,,Munnar,2021-12-02,2021-02-16
398,Hillon Resorts,Chinnakanal Udumbanchola Kerala 685618 India,17 km to Munnar 18 km to Munnar Juma Masjid,,16000,,Munnar,2021-12-02,2021-02-16
399,Ecotones Munnar,Vellathooval  Anachal Road Devikolam Kerala 685565 India,10 km to Munnar 11 km to Munnar Juma Masjid,Free parkingPet-friendlyRestaurantConnecting rooms available,15000,,Munnar,2021-12-02,2021-02-16
400,Rainforest Kanthalloor,Kuttiar Road Guhanathapuram Devikolam Kerala 685620 India,22 km to Munnar 21 km to Munnar Juma Masjid,,71996,,Munnar,2021-12-02,2021-02-16
401,OYO 10642 Hotel Munnar Kairali,Munnar Bypass Near Kairali Kalashetra Chithirapuram Devikolam Kerala 685585 India,64 km to Munnar 71 km to Munnar Juma Masjid,Bathtub,43753,,Munnar,2021-12-02,2021-02-16
402,OYO 7975 Skyridge Munnar,Power House Road Chithirapuram Devikolam 685565 India,60 km to Munnar 67 km to Munnar Juma Masjid,,37438,,Munnar,2021-12-02,2021-02-16
403,OYO 10641 Hotel Misty Hills,Opposite Forest Range Office Devikulam PO Devikolam Kerala 685613 India,45 km to Munnar 53 km to Munnar Juma Masjid,Free parking,44551,,Munnar,2021-12-02,2021-02-16
404,Wild Elephant Eco-Friendly Resort,Viripara Kallar Mankulam Road Devikolam Kerala 685611 India,09 km to city centre 01 km to Munnar Juma Masjid,PoolFree parkingRestaurant,13800,,Munnar,2021-12-02,2021-02-18
405,Hill View Munnar,Near KSRTC Bus Stand Kannan Devan Hills Devikolam Kerala 685612 India,14 km to city centre 22 km to Munnar Juma Masjid,Free parkingAirport transferRestaurantInternet access,14861,,Munnar,2021-12-02,2021-02-18
406,Grand Plaza Munnar,MSA Road Old Munnar Idukki Dt Devikolam Kerala 685612 India,09 km to city centre 18 km to Munnar Juma Masjid,Free parkingAirport transferSpaGymRestaurant,23000,,Munnar,2021-12-02,2021-02-18
407,Grand Plaza Munnar,MSA Road Old Munnar Idukki Dt Devikolam Kerala 685612 India,09 km to city centre 18 km to Munnar Juma Masjid,Free parkingAirport transferSpaGymRestaurant,23000,,Munnar,2021-12-02,2021-02-18
408,Parakkat Nature Resorts,2nd Mile Pallivasal Devikolam 685565 India,03 km to city centre 11 km to Munnar Juma Masjid,Free parkingAirport transferSpaRestaurant,57594,,Munnar,2021-12-02,2021-02-18
409,Royal Retreat,Kannan Devan Hills Devikolam Kerala 685612 India,11 km to city centre 20 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,28000,,Munnar,2021-12-02,2021-02-18
410,Royal Retreat,Kannan Devan Hills Devikolam Kerala 685612 India,11 km to city centre 20 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,28000,,Munnar,2021-12-02,2021-02-18
411,Misty Mountain Resort,Second Mile Junction Pallivasal PO Devikolam Kerala 685565 India,05 km to city centre 13 km to Munnar Juma Masjid,Free parkingSpaGymRestaurantBarBathtub,24000,,Munnar,2021-12-02,2021-02-18
412,Munnar Days,Near Panchayat Hospital Road Moolakkada Devikolam Kerala 685612 India,09 km to city centre 17 km to Munnar Juma Masjid,Free parkingAirport transfer,10800,,Munnar,2021-12-02,2021-02-18
413,Tea Valley Resort,Pothamedu Devikolam Kerala 685612 India,07 km to city centre 03 km to Munnar Juma Masjid,Free parkingAirport transferRestaurantKitchenConnecting rooms available,26027,,Munnar,2021-12-02,2021-02-18
414,Tea Valley Resort,Pothamedu Devikolam Kerala 685612 India,07 km to city centre 03 km to Munnar Juma Masjid,Free parkingAirport transferRestaurantKitchenConnecting rooms available,26027,,Munnar,2021-12-02,2021-02-18
415,Treebo Trip Lumino Rainbow,Gudalara Road Ikka Nagar Devikolam 685612 India,05 km to city centre 07 km to Munnar Juma Masjid,Free parking,12550,,Munnar,2021-12-02,2021-02-18
416,Lumino Highrange,Old Munnar Main road NH49 Kochi  Madurai  Dhanushkodi Rd Devikolam Kerala 685612 India,04 km to city centre 11 km to Munnar Juma Masjid,Free parkingSpa,9600,,Munnar,2021-12-02,2021-02-18
417,Treebo Trend Misty Garden Resorts & Spa,Munnar Colony Rd Pattaline Thaalumkandam Mankulam Devikolam Kerala 685565 India,07 km to city centre 10 km to Munnar Juma Masjid,Free parkingRestaurant,22571,,Munnar,2021-12-02,2021-02-18
418,Issacs Residency,Mattupatty Road Devikolam Kerala 685612 India,02 km to city centre 08 km to Munnar Juma Masjid,Free parkingRestaurantBarInternet access,21176,,Munnar,2021-12-02,2021-02-18
419,Westwood Riverside Garden Resort,MSA Road Devikolam Kerala 685612 India,05 km to city centre 05 km to Munnar Juma Masjid,Free parkingAirport transferSpaGymRestaurant,20160,,Munnar,2021-12-02,2021-02-18
420,The Tall Trees Munnar,Bison Valley Road PB No 40 Devikolam Kerala 685612 India,02 km to city centre 07 km to Munnar Juma Masjid,Free parkingSpaRestaurantBar,89994,,Munnar,2021-12-02,2021-02-18
421,Nature Zone Jungle Resort,Pulippara Pallivasal Devikolam Kerala 685 612 India,09 km to city centre 01 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,48000,,Munnar,2021-12-02,2021-02-18
422,Casa Montana,AM Road Old Munnar Devikolam Kerala 685612 India,08 km to city centre 16 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,32094,,Munnar,2021-12-02,2021-02-18
423,Casa Montana,AM Road Old Munnar Devikolam Kerala 685612 India,08 km to city centre 16 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,32094,,Munnar,2021-12-02,2021-02-18
424,Casa Montana,AM Road Old Munnar Devikolam Kerala 685612 India,08 km to city centre 16 km to Munnar Juma Masjid,Free parkingAirport transferRestaurant,32094,,Munnar,2021-12-02,2021-02-18
425,Camellia and Elettaria,Rathnagiri Bison Valley Munnar Idukki District Udumbanchola Kerala 685565 India,98 km to Munnar 11 km to Munnar Juma Masjid,Free parkingSpaRestaurant,21000,,Munnar,2021-12-02,2021-02-18
426,The Leaf Munnar Resort,Chithirapuram PO Amakandam  Anachal Munnar Devikolam Kerala 685565 India,85 km to Munnar 92 km to Munnar Juma Masjid,PoolFree parking,39685,,Munnar,2021-12-02,2021-02-18
427,Blanket Hotel and Spa,Attukad Waterfall Road Pallivasal Devikolam Kerala 685565 India,35 km to Munnar 42 km to Munnar Juma Masjid,PoolFree parkingAirport transferGymRestaurant,57000,,Munnar,2021-12-02,2021-02-18
428,"Fragrant Nature Munnar - ""A Classified Five Star Hotel""",Bison Valley Road Pothemmedu Munnar Devikolam Kerala 685612 India,31 km to Munnar 40 km to Munnar Juma Masjid,Free parkingAirport transferSpaGymRestaurant,42000,,Munnar,2021-12-02,2021-02-18
429,Foggy Dreamz Munnar,6/455A Opposite Dreamland ET City Road Chitrapuram PO AnachalMunnar Devikolam Kerala 685565 India,74 km to Munnar 81 km to Munnar Juma Masjid,Free parkingRestaurant,16794,,Munnar,2021-12-02,2021-02-18
430,Courtyard by Marriott Mumbai International Airport,CTS 215 Andheri Kurla Road AndheriEast Mumbai Maharashtra 400 059 India,20 km to city centre 19 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,7000,,Mumbai,2021-12-02,2021-02-14
431,Sofitel Mumbai BKC Hotel,C57 Bandra Kurla Complex Bandra East Mumbai Maharashtra 400051 India,16 km to city centre 36 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingPet-friendlyAirport transferSpaGym,10000, 9.0,Mumbai,2021-12-02,2021-02-14
432,Courtyard by Marriott Mumbai International Airport,CTS 215 Andheri Kurla Road AndheriEast Mumbai Maharashtra 400 059 India,20 km to city centre 19 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,7000,,Mumbai,2021-12-02,2021-02-14
433,Courtyard by Marriott Mumbai International Airport,CTS 215 Andheri Kurla Road AndheriEast Mumbai Maharashtra 400 059 India,20 km to city centre 19 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,7000,,Mumbai,2021-12-02,2021-02-14
434,Treebo Trend Olive Nest,Nirlok Est Opp Bombay Talkies Cmpnd Harun Khan Road Mumbai Maharashtra 400064 India,28 km to city centre 98 km to Chhatrapati Shivaji International Airport BOM,Free parkingRestaurant,4700,,Mumbai,2021-12-02,2021-02-14
435,The Orchid- Ecotel Mumbai Airport,Nehru Road Vile Parle East Adjacent to Domestic Airport Mumbai Maharashtra 400 099 India,19 km to city centre 21 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,6198, 7.8,Mumbai,2021-12-02,2021-02-14
436,The Orchid- Ecotel Mumbai Airport,Nehru Road Vile Parle East Adjacent to Domestic Airport Mumbai Maharashtra 400 099 India,19 km to city centre 21 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,6198, 7.8,Mumbai,2021-12-02,2021-02-14
437,JW Marriott Mumbai Sahar,IA Project Road Chhatrapati Shivaji Intl Airport Mumbai Maharashtra 400099 India,20 km to city centre 05 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,9700,,Mumbai,2021-12-02,2021-02-14
438,The St. Regis Mumbai,462 Senapati Bapat Marg Lower Parel Mumbai Maharashtra 400013 India,68 km to city centre 13 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingSpaGymRestaurantBar,15000, 9.2,Mumbai,2021-12-02,2021-02-14
439,The St. Regis Mumbai,462 Senapati Bapat Marg Lower Parel Mumbai Maharashtra 400013 India,68 km to city centre 13 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingSpaGymRestaurantBar,15000, 9.2,Mumbai,2021-12-02,2021-02-14
440,Grand Hyatt Mumbai Hotel and Serviced Apartments,Bandra Kurla Complex vicinity Off Western Express Highway Vakola Mumbai Maharashtra 400 055 India,16 km to city centre 35 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingPet-friendlyAirport transferSpaGym,8925,,Mumbai,2021-12-02,2021-02-14
441,Hotel Royal Inn Mahalaxmi,Saat Rasta Mumbai MH 400011 India,53 km to city centre 14 km to Chhatrapati Shivaji International Airport BOM,Free parkingRestaurant,4398,,Mumbai,2021-12-02,2021-02-14
442,The Westin Mumbai Garden City,International Business Park Oberoi Garden City Goregaon East Mumbai Maharashtra 400063 India,27 km to city centre 83 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingAirport transferSpaGymRestaurant,11000,,Mumbai,2021-12-02,2021-02-14
443,Four Seasons Hotel Mumbai,1/136 Dr E Moses Rd Worli Mumbai Maharashtra 400 018 India,69 km to city centre 13 km to Chhatrapati Shivaji International Airport BOM,PoolFree parkingPet-friendlyAirport transferSpaGym,12825, 8.8,Mumbai,2021-12-02,2021-02-14
