,name,address,location,amentities,price,rating,no of reviews,city,Check_in_date,Check_out_date
4245,Kalyan Residency,"#177, T.P. Area, Tirupati, Andhra Pradesh, 517507, India","1.3 km to city centre
11 km to Venkateshvara Temple",Free parkingAirport transferRestaurant,"Rs6,353","3.4
3 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4246,LNB Residency,"LNB Residency, 14-126 & 126A, T P Area, Tirupati, Andhra Pradesh, 517501, India","0.1 km to city centre
10 km to Venkateshvara Temple",Free parking,"Rs9,990",,,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4247,Golden Pearl Inn,"213, T.P.Area, Opp. Bus Stand, Tirupati, Andhra Pradesh, 517501, India","0.5 km to city centre
10 km to Venkateshvara Temple",Free parkingRestaurant,"Rs12,000",,,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4248,Sujan Residencys,"15-4-247 G. N. Mada Street, Tirupati, 517501, India","0.2 km to city centre
9.7 km to Venkateshvara Temple",Free parkingPet-friendlyAirport transfer,"Rs4,063","2.0
1 Hotels.com guest review",,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4249,OYO 27936 Hotel Welcome Tirupati,"22-14-4 Sv Auto Nagr, Beside Bridgestone, Tirupati, Andhra Pradesh, 517501, India","3.6 km to city centre
13 km to Venkateshvara Temple",Free parkingBathtub,"Rs4,199",,,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4250,OYO 16982 Stay Inn Tirupati,"9,Near D Mart,Karakambadi Road, Reddygunta, Tirupati, Andhra Pradesh, 517501, India","3.1 km to city centre
11 km to Venkateshvara Temple",Free parkingRestaurantBathtub,"Rs5,872",,,"Tirupati, Andhra Pradesh, India",12/02/2021,18/02/2021
4251,Hotel Ramcharan Residency,"Door No 6-9-1258 MIG 14A Alipiri Road, A P Housing Board Colony, Tirupati, ANDHRA PRADESH, 517501, India","2.3 km to city centre
8.2 km to Venkateshvara Temple",Free parkingAirport transferRestaurant,"Rs11,000","Good 6.0
1 Hotels.com guest review",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4252,Taj Tirupati,"260 1B Tanapalli Road, Tirupati, AP, 517501, India","0.3 km to city centre
10 km to Venkateshvara Temple",PoolFree parkingAirport transferSpaGymRestaurant,"Rs33,000","Very good 8.2
13 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4253,Minerva Grand,"Renigunta Road, Near Railway Flyover, NH 205, Ashok Nagar, Tirupati, Andhra Pradesh, 517501, India","1.0 km to city centre
11 km to Venkateshvara Temple",Free parkingAirport transferGymRestaurantBar,"Rs14,500","Good 7.0
30 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4254,Fortune Select Grand Ridge-Member ITC,"Shilparamam, Tiruchanoor Road, Tirupati, Andhra Pradesh, 517501, India","3.0 km to city centre
13 km to Venkateshvara Temple",PoolFree parkingAirport transferSpaGymRestaurant,"Rs21,250","Good 7.8
70 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4255,"Kences, Tirupati","opposite APSRTC bus terminal, Tirupati, Andhra Pradesh, 517501, India","0.7 km to city centre
11 km to Venkateshvara Temple",Free parkingRestaurantBar,"Rs17,495","Good 6.6
14 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4256,"Kences, Tirupati","opposite APSRTC bus terminal, Tirupati, Andhra Pradesh, 517501, India","0.7 km to city centre
11 km to Venkateshvara Temple",Free parkingRestaurantBar,"Rs17,495","Good 6.6
14 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4257,Iroomz Sri Srinivasa Residency,"#9-28/1, Opp Both Hospital, Maruthi Nagar, Tirupati, Andhra Pradesh, 517501, India","1.1 km to city centre
10 km to Venkateshvara Temple",Free parking,"Rs8,796",,,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4258,Best Western Tirupati,"Chennai-Anantapur High Way, Tirupati, Andhra Pradesh, 517501, India","1.9 km to city centre
12 km to Venkateshvara Temple",Free parkingGymRestaurantInternet access,"Rs14,871","Good 7.8
11 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4259,Ramee Guestline Hotel TIRUPATI,"Plot 14/37, Karakambadi Road, Post Box No 9, Akkarampalli Post, Tirupati, Andhra Pradesh, 517 507, India","3.5 km to city centre
7.0 km to Venkateshvara Temple",PoolFree parkingAirport transferGymRestaurantInternet access,"Rs8,248","Good 6.8
11 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4260,Ramee Guestline Hotel TIRUPATI,"Plot 14/37, Karakambadi Road, Post Box No 9, Akkarampalli Post, Tirupati, Andhra Pradesh, 517 507, India","3.5 km to city centre
7.0 km to Venkateshvara Temple",PoolFree parkingAirport transferGymRestaurantInternet access,"Rs8,248","Good 6.8
11 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4261,Raj Park Tirupati,"T.T.D By Pass Road Near Nandhi Circle, 18-1-5/4, NH 205, Ramchandra Nagar, Tirupati, Andhra Pradesh, 517501, India","2.5 km to city centre
8.5 km to Venkateshvara Temple",Free parkingAirport transferRestaurantConnecting rooms available,"Rs15,500","Good 6.0
3 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4262,NB Venkaeswara Grand Inn,"D.No. 13-06-600/44/157/G1, Street No.11, Opp. Srinivasam Complex, PK Layout, Tirupati, Andhrapradesh, 517501, India","0.8 km to city centre
10 km to Venkateshvara Temple",Free parking,"Rs8,970","Good 7.0
2 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4263,Hotel Bliss,"Near Ramanuja Circle,Renigunta Road, Tirupati, Andhra Pradesh, 517501, India","1.3 km to city centre
11 km to Venkateshvara Temple",PoolFree parkingGymRestaurantBar,"Rs15,800","Good 7.8
9 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4264,Marasa Sarovar Premiere,"Upadhyaya Nagar, Karakambadi Road, Tirupati, Andhra Pradesh, 517507, India","3.3 km to city centre
10 km to Venkateshvara Temple",PoolFree parkingAirport transferSpaGymRestaurant,"Rs26,000","Good 7.6
69 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4265,OYO 28216 Raajas Grand,"Beside Lvk Kalyanamandapam, Tiruchanoor Road, Tirupati, Andhra Pradesh, 517501, India","2.3 km to city centre
12 km to Venkateshvara Temple",RestaurantBathtub,"Rs12,285",,,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4266,Jayaram Residency Tirupathi,"Tirupati, Andhra Pradesh, India","1.5 km to city centre
9.4 km to Venkateshvara Temple",Free parking,"Rs43,700",,,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4267,Treebo Trend Sls Grand,"13-6-600/44/171/1 P.K.Layout, Opp., Srinivasam Complex, 3rd Rd, Tirupati, Tirupati, Andhra Pradesh, 517501, India","0.8 km to city centre
10 km to Venkateshvara Temple",Free parking,"Rs10,008","5.8
7 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4268,SPOT ON 44158 Madarasu Smart Homes,"1,Annawado, Upadyaya Nagar, 11Th Cross, Near Marasa Sarovar Premiere Hotel, Tirupati, Andhra Pradesh, 517507, India","3.1 km to city centre
10 km to Venkateshvara Temple",Bathtub,"Rs3,533",,,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4269,Hotel PLR Grand,"Opp. Central Bus Station, Tirupati, Andhra Pradesh, 517501, India","0.6 km to city centre
10 km to Venkateshvara Temple",Free parkingAirport transferRestaurantInternet access,"Rs9,885","Good 6.4
20 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4270,HOTEL ANNAPURNA,"349, G car Street Opp Railway Station, Tirupati, 349, G car Street Opp Railway Station, 517501, India","1.3 km to city centre
11 km to Venkateshvara Temple",Free parkingRestaurantInternet access,"Rs5,550","4.0
1 Hotels.com guest review",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4271,HOTEL ANNAPURNA,"349, G car Street Opp Railway Station, Tirupati, 349, G car Street Opp Railway Station, 517501, India","1.3 km to city centre
11 km to Venkateshvara Temple",Free parkingRestaurantInternet access,"Rs5,550","4.0
1 Hotels.com guest review",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4272,Kalyan Residency,"#177, T.P. Area, Tirupati, Andhra Pradesh, 517507, India","1.3 km to city centre
11 km to Venkateshvara Temple",Free parkingAirport transferRestaurant,"Rs10,588","3.4
3 Hotels.com guest reviews",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4273,Golden Pearl Inn,"213, T.P.Area, Opp. Bus Stand, Tirupati, Andhra Pradesh, 517501, India","0.5 km to city centre
10 km to Venkateshvara Temple",Free parkingRestaurant,"Rs20,000",,,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4274,LNB Residency,"LNB Residency, 14-126 & 126A, T P Area, Tirupati, Andhra Pradesh, 517501, India","0.1 km to city centre
10 km to Venkateshvara Temple",Free parking,"Rs16,650",,,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4275,Sujan Residencys,"15-4-247 G. N. Mada Street, Tirupati, 517501, India","0.2 km to city centre
9.7 km to Venkateshvara Temple",Free parkingPet-friendlyAirport transfer,"Rs6,772","2.0
1 Hotels.com guest review",,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4276,OYO 27936 Hotel Welcome Tirupati,"22-14-4 Sv Auto Nagr, Beside Bridgestone, Tirupati, Andhra Pradesh, 517501, India","3.6 km to city centre
13 km to Venkateshvara Temple",Free parkingBathtub,"Rs6,874",,,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4277,OYO 16982 Stay Inn Tirupati,"9,Near D Mart,Karakambadi Road, Reddygunta, Tirupati, Andhra Pradesh, 517501, India","3.1 km to city centre
11 km to Venkateshvara Temple",Free parkingRestaurantBathtub,"Rs9,726",,,"Tirupati, Andhra Pradesh, India",12/02/2021,20/02/2021
4278,Novotel Visakhapatnam Varun Beach Hotel,"Beach Road, Visakhapatnam, Andhra Pradesh, 530003, India","8.2 km to city centre
0.5 km to Rama Krishna Beach",PoolFree parkingAirport transferGymRestaurantBar,"Rs18,498","Very good 8.2
71 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4279,Dolphin Hotel,"Dolphin Hotels Ltd, Dabagardens, Visakhapatnam, Andhra Pradesh, 530020, India","6.6 km to city centre
2.3 km to Rama Krishna Beach",PoolFree parkingAirport transferGymRestaurantBar,"Rs7,398","Fabulous 8.6
13 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4280,WelcomHotel Devee Grand Bay - Member ITC���s hotel group,"Beach Road, Visakhapatnam, Andhra Pradesh, 530002, India","8.2 km to city centre
0.6 km to Rama Krishna Beach",PoolFree parkingRestaurantBarBathtubInternet access,"Rs10,080","Fabulous 8.8
13 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4281,Ginger Vishakhapatnam Gajuwaka,"27-8-308/1/1, Sri Ram Nagar, Srinagar, Near Vadlapudi Railway station Gajuwaka, Visakhapatnam, Andhra Pradesh, 530046, India","6.5 km to city centre
15 km to Rama Krishna Beach",Free parkingGymRestaurant,"Rs6,396",,,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4282,HOTEL SUPREME,"Beach Road, Collector Office Down,, Near Naval Coastal Battery, Visakhapatnam, AP, 530002, India","7.8 km to city centre
1.0 km to Rama Krishna Beach",PoolFree parkingRestaurant,"Rs3,498",,,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4283,HOTEL SUPREME,"Beach Road, Collector Office Down,, Near Naval Coastal Battery, Visakhapatnam, AP, 530002, India","7.8 km to city centre
1.0 km to Rama Krishna Beach",PoolFree parkingRestaurant,"Rs3,498",,,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4284,The Bheemli Resort - Managed by AccorHotels,"Beach Road, Bhimunipatnam, Andhra Pradesh, 531163, India","31 km to city centre
24 km to Rama Krishna Beach",PoolFree parkingPet-friendlyAirport transferSpaGym,"Rs11,998","Fabulous 8.8
11 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4285,Keys Select Visakhapatnam - By Lemon Tree Hotels,"75 Feet Road, Dabagardens, Visakhapatnam, Andhra Pradesh, 530020, India","6.3 km to city centre
2.4 km to Rama Krishna Beach",Free parkingAirport transferGymRestaurantBarInternet access,"Rs6,158","Very good 8.0
5 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4286,Vizag Conventions,"10-10/1 NH 5 Beside Cricket Stadium, APHB Colony, Pothinamallayya Palem, Visakhapatnam, Andhra Pradesh, 530041, India","15 km to city centre
9.7 km to Rama Krishna Beach",Free parking,"Rs5,000","Superb 9.0
2 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4287,Vizag Conventions,"10-10/1 NH 5 Beside Cricket Stadium, APHB Colony, Pothinamallayya Palem, Visakhapatnam, Andhra Pradesh, 530041, India","15 km to city centre
9.7 km to Rama Krishna Beach",Free parking,"Rs5,000","Superb 9.0
2 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4288,Fairfield by Marriott Visakapatnam,"KSR Prime, R&B Junction, Visakhapatnam, Andhra Pradesh, 530018, India","4.7 km to city centre
8.9 km to Rama Krishna Beach",PoolFree parkingAirport transferSpaGymRestaurant,"Rs8,100","Very good 8.4
46 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4289,Green Park Hotel,"Waltair Main Road, Visakhapatnam, Andhra Pradesh, 530002, India","7.2 km to city centre
1.6 km to Rama Krishna Beach",PoolFree parkingAirport transferGymRestaurantBar,"Rs6,000","Very good 8.2
9 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4290,Daspalla Executive Court,"10-50, Near Raghavendra Swamy Temple, 1/C, Waltair Main Rd, Bhanoji Nagar, Visakhapatnam, Andhra Pradesh, 530020, India","7.5 km to city centre
1.4 km to Rama Krishna Beach",Free parkingBarMeeting Facilities,"Rs6,438","Good 6.0
1 Hotels.com guest review",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4291,Rockdale Clarks Inn Suites,"Plot No 11-5-1, Beside ICICI Bank, Seven Hills Hospital Road, Visakhapatnam, 530002, India","7.5 km to city centre
1.4 km to Rama Krishna Beach",Free parkingAirport transferGymRestaurantMeeting Facilities,"Rs5,702","Good 6.0
2 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4292,OYO 7317 Sree Darshini,"Plot No. 1-84-19, MVP Colony, Visakhapatnam, Andhra Pradesh, 530017, India","10 km to city centre
3.5 km to Rama Krishna Beach",Free parkingBathtub,"Rs20,165","Very good 8.0
1 Hotels.com guest review",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4293,Best Western Ramachandra,"8-8-36, Gajuwaka, Visakhapatnam, Andhra Pradesh, 530026, India","4.1 km to city centre
12 km to Rama Krishna Beach",Free parkingSpaGymRestaurantBar,"Rs7,200","Very good 8.2
16 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4294,"Fortune Inn Sree Kanya, Visakhapatnam - Member ITC Hotel Group","47-10-34, Dwaraknagar, Diamond Park, Sree Kanya Road, Visakhapatnam, Andhra Pradesh, 530001, India","7.1 km to city centre
2.6 km to Rama Krishna Beach",Free parkingAirport transferGymRestaurantBarInternet access,"Rs6,000","Fabulous 8.6
12 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4295,Four Points by Sheraton Visakhapatnam,"10-28-3 Uplands; Waltier Main Road, Visakhapatnam, Andhra Pradesh, 530003, India","8.0 km to city centre
1.3 km to Rama Krishna Beach",PoolFree parkingAirport transferGymRestaurantBar,"Rs12,300","Good 7.8
67 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4296,Best Western Plus Tejvivaan,"Station Road, Dondaparthy, Visakhapatnam, Andhra Pradesh, 530016, India","6.9 km to city centre
2.6 km to Rama Krishna Beach",Free parkingSpaGymRestaurantBarConnecting rooms available,"Rs5,098",,,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4297,"Ginger Vishakhapatnam, Dwarka Nagar","47-10-19, 2nd Lane Dwaraka Nagar, Visakhapatnam, Andhra Pradesh, 530016, India","7.4 km to city centre
2.3 km to Rama Krishna Beach",Free parkingGymRestaurant,"Rs5,998","5.0
2 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4298,"Ginger Vishakhapatnam, Dwarka Nagar","47-10-19, 2nd Lane Dwaraka Nagar, Visakhapatnam, Andhra Pradesh, 530016, India","7.4 km to city centre
2.3 km to Rama Krishna Beach",Free parkingGymRestaurant,"Rs5,998","5.0
2 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4299,Daspalla Hotel Visakhapatnam,"#28-2-48 Main Road, Suryabagh, MAIN ROAD, SURYA BAGH, Visakhapatnam, Andhra Pradesh, 530020, India","6.6 km to city centre
2.2 km to Rama Krishna Beach",PoolFree parkingAirport transferGymRestaurantInternet access,"Rs7,198","Very good 8.0
5 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4300,Rohini Jazz Hotel,"48-7-66,Behind Boy London Showroom, Dwarakanagar,Srinagar, Visakhapatnam, Andhrapradesh, 530016, India","7.7 km to city centre
2.3 km to Rama Krishna Beach",Free parkingRestaurant,"Rs3,900","4.0
1 Hotels.com guest review",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4301,Treebo Trend PL Grand Vishakapatnam,"Door No-10-2-8, Plot Number 5 ., waltair uplands, siripuram, Visakhapatnam, 530003, India","8.0 km to city centre
1.4 km to Rama Krishna Beach",Free parking,"Rs5,108","Exceptional 9.6
6 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4302,Treebo Trend Celeste,"Alluri Sitarama Raju Statue, 55-8-34/15, Seethammadhara Rd, Junction, KRM Colony, Visakhapatnam, 530013, India","9.0 km to city centre
3.6 km to Rama Krishna Beach",Free parking,"Rs4,167","Good 7.2
5 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4303,The Port Hotel,"28-9-57, SURYABAGH, Visakhapatnam, AP, 530020, India","6.5 km to city centre
2.2 km to Rama Krishna Beach",Free parkingRestaurantInternet accessMeeting Facilities,"Rs4,500",,,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4304,Hotel Lakshmi Residency,"47-10-38 4th Lane, Bazar St, Beside Big, Dwaraka Nagar, Visakhapatnam, Andhra Pradesh, 530016, India","7.0 km to city centre
2.6 km to Rama Krishna Beach",Free parking,"Rs1,900",,,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4305,Hotel Winsar Park,"17-1-18, Collectors office road, Opp K.G.H Clock tower, Maharanipeta, Visakhapatnam, Andhra Pradesh, 530002, India","7.1 km to city centre
1.6 km to Rama Krishna Beach",Free parkingPet-friendlyAirport transferRestaurantMeeting Facilities,"Rs5,798","Very good 8.4
5 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4306,OYO 8929 Home Stay Siddhartha Residency,"6-22-12/2, East Point Colony, Visakhapatnam, 530017, India","11 km to city centre
2.6 km to Rama Krishna Beach",Free parkingRestaurantBathtub,"Rs4,916",,,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4307,OYO 5660 Hotel Sree Residency,"Plot No. 30-14-6, Ghantasala Road, Visakhapatnam, 530020, India","6.5 km to city centre
2.3 km to Rama Krishna Beach",Free parkingBathtub,"Rs22,276",,,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4308,Chandana Residencys,"#46-22-49, Near Big Bazaar, Railway Station Road, Dondaparthy, Visakhapatnam, Andhra Pradesh, 530016, India","6.9 km to city centre
2.6 km to Rama Krishna Beach",,"Rs4,998",,,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4309,Chandana Residencys,"#46-22-49, Near Big Bazaar, Railway Station Road, Dondaparthy, Visakhapatnam, Andhra Pradesh, 530016, India","6.9 km to city centre
2.6 km to Rama Krishna Beach",,"Rs4,998",,,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
4310,Treebo Trend Excella,"386 Revenue employs co-operative society, Vishalakshi Nagar, Visakhapatnam, 530043, India","12 km to city centre
5.3 km to Rama Krishna Beach",Free parking,"Rs4,551","Superb 9.0
2 Hotels.com guest reviews",,"Visakhapatnam, Andhra Pradesh, India",12/02/2021,17/02/2021
